Date,Open,High,Low,Close,Adj Close,Volume
2016-05-27,14.373830,14.663895,14.338129,14.534481,13.975596,7497326
2016-05-30,14.556794,14.699595,14.552331,14.623732,14.061415,3484619
2016-05-31,14.614807,14.717445,14.302429,14.329204,13.778213,8587435
2016-06-01,14.199791,14.262266,13.726762,13.963276,13.426355,10286272
2016-06-02,13.914188,14.387217,13.860638,13.918651,13.383447,10164520
2016-06-03,14.021289,14.074840,13.298358,13.387609,12.872824,12915993
2016-06-06,13.369759,13.557186,13.209108,13.432235,12.915734,7457262
2016-06-07,13.579498,13.954351,13.579498,13.628586,13.104535,11545866
2016-06-08,13.601811,13.619661,13.329596,13.383147,12.868534,7496061
2016-06-09,13.311746,13.351909,13.102007,13.146632,12.641113,8937317
2016-06-10,13.048456,13.048456,12.468327,12.526340,12.044673,14496596
2016-06-13,12.329988,12.401389,12.026536,12.093474,11.628452,14477362
2016-06-14,11.959597,12.155949,11.709695,11.745396,11.293758,15321930
2016-06-15,11.928360,12.205037,11.696308,11.856959,11.401032,17200692
2016-06-16,11.557969,11.647220,11.321455,11.598132,11.152157,17580923
2016-06-17,11.821259,12.325525,11.816796,12.205037,11.735725,23746067
2016-06-20,12.727154,13.052919,12.673603,12.923505,12.426566,17449495
2016-06-21,12.941356,13.284971,12.896730,13.209108,12.701188,12350953
2016-06-22,13.307284,13.628586,13.146632,13.459010,12.941480,14107521
2016-06-23,13.548260,14.056990,13.405459,13.891876,13.357702,18853734
2016-06-24,11.602595,12.446014,11.388393,11.928360,11.469687,60169972
2016-06-27,11.941747,11.990835,10.772563,11.192041,10.761682,48334722
2016-06-28,11.624907,11.781096,11.223279,11.285754,10.851790,25948075
2016-06-29,11.446406,11.647220,11.120641,11.299142,10.864664,18813967
2016-06-30,11.156341,11.192041,10.754713,11.000152,10.577170,29089775
2016-07-01,11.129566,11.459793,10.893051,11.205429,10.774554,16666577
2016-07-04,11.156341,11.200966,10.817188,11.009077,10.585752,14251307
2016-07-05,10.888589,11.125103,10.817188,10.906439,10.487061,15490182
2016-07-06,10.768100,10.946602,10.089795,10.299534,9.903494,35344261
2016-07-07,10.370934,10.549436,10.134420,10.205821,9.813383,20228544
2016-07-08,10.156733,10.754713,10.009469,10.491423,10.088002,19265283
2016-07-11,10.665462,10.750250,10.259371,10.732400,10.319715,13567502
2016-07-12,10.777025,11.428556,10.710087,11.410705,10.971936,21556160
2016-07-13,11.433018,11.620445,11.165266,11.218816,10.787426,17048246
2016-07-14,11.428556,11.732008,11.375005,11.624907,11.177901,17874921
2016-07-15,11.602595,11.937285,11.531194,11.620445,11.173613,16350744
2016-07-18,11.723083,11.937285,11.482106,11.709695,11.259431,12192311
2016-07-19,11.691845,11.856959,11.196504,11.388393,10.950482,16574434
2016-07-20,11.437481,11.584744,11.192041,11.557969,11.113538,11640760
2016-07-21,11.584744,11.981910,11.531194,11.763246,11.310921,17458216
2016-07-22,11.718621,11.825721,11.638295,11.678458,11.229395,8052027
2016-07-25,11.718621,11.870347,11.629370,11.745396,11.293758,7613611
2016-07-26,11.607057,11.607057,11.196504,11.468718,11.027719,13097513
2016-07-27,11.513344,11.531194,10.866276,11.107253,10.680154,23797149
2016-07-28,10.977839,11.067090,10.598524,10.629762,10.221023,20764030
2016-07-29,10.576211,10.933214,10.531586,10.732400,10.319715,18892742
2016-08-01,11.111716,11.151878,10.460185,10.536048,10.130913,18149547
2016-08-02,10.451260,10.478035,9.996081,10.027319,9.641746,22188475
2016-08-03,10.098720,10.192433,9.871130,9.996081,9.611710,19487648
2016-08-04,10.245983,10.442335,10.107645,10.170120,9.779056,13517281
2016-08-05,10.210283,10.531586,10.174583,10.531586,10.126621,15011511
2016-08-08,10.629762,10.933214,10.620837,10.852888,10.435570,14287140
2016-08-09,10.808263,11.067090,10.723475,11.044777,10.620079,11852686
2016-08-10,10.964452,11.446406,10.933214,11.383930,10.946192,19129129
2016-08-11,11.428556,11.455331,11.165266,11.392855,10.954773,9478726
2016-08-12,11.366080,11.477644,11.250054,11.379468,10.941901,7150818
2016-08-15,11.406243,11.473181,11.330380,11.388393,10.950482,4829395
2016-08-16,11.303605,11.441943,11.209891,11.308067,10.873245,6705763
2016-08-17,11.308067,11.388393,10.919826,10.964452,10.542843,9962720
2016-08-18,11.071553,11.111716,10.870739,11.009077,10.585752,7070919
2016-08-19,11.040315,11.053703,10.567286,10.665462,10.255350,14003997
2016-08-22,10.638687,10.901976,10.562824,10.683312,10.272514,8631818
2016-08-23,10.754713,11.084940,10.683312,11.062628,10.637244,8787786
2016-08-24,11.000152,11.424093,10.893051,11.321455,10.886118,10394629
2016-08-25,11.254517,11.308067,11.076015,11.151878,10.723063,6934379
2016-08-26,11.156341,11.316992,10.991227,11.241129,10.808881,7373621
2016-08-29,11.169729,11.294680,11.049240,11.080478,10.654408,4642621
2016-08-30,11.156341,11.508881,11.138491,11.499956,11.057756,10009978
2016-08-31,11.495494,11.986373,11.437481,11.790021,11.336668,18500028
2016-09-01,11.897122,12.352301,11.624907,11.673995,11.225102,20866546
2016-09-02,11.740933,11.937285,11.450868,11.888197,11.431068,16987012
2016-09-05,12.008685,12.030998,11.736471,11.825721,11.370995,9041380
